Test case #1
54
79457452 468796719
94401388 44601627
628199756 409190360
389259068 215778686
143636939 661696114
265671547 187554695
244518199 636170239
782707432 825045616
335304637 504351873
149094463 843533666
695344930 997459653
951958029 966538364
925709686 587992427
413151870 735026111
853298223 780873409
515244402 757435142
35986724 953531704
830234091 377652636
671030336 312609940
438258841 644854285
715967205 188510554
140679905 662103329
338607532 660671987
786409212 841225717
71207829 762239326
58998590 789088264
893168834 271831555
126159803 703449368
204099817 798142931
385981842 270796925
112716423 106420987
75648512 172704336
432973560 354498960
245787117 816479528
417936373 644254023
702043515 553659442
334427776 969725857
56756423 426551760
112824454 782407929
904746217 52391171
864519814 38865536
619991977 210834869
254658229 996078717
669369066 35475366
33164046 789712235
843083066 27822787
588611430 313209447
807104043 274202209
923189805 785698806
526445957 998392702
662426387 814516163
563576086 910817502
595366642 539176411
92686684 813928084
356685711 232983112
909135899 684168709
178939411 61237421
843654430 457087491
115090903 128729992
557251222 265946810
954940977 666907691
293608373 520964748
276694788 160178829
392419859 97449858
284591533 497623092
811255192 246585591
793362979 162633707
373817763 77691862
44967614 242361766
168019089 518254706
977534340 198875249
603121107 465721988
890589099 53219281
459258960 724598830
765638503 719107969
625122649 513403661
779381307 227536733
504332179 616283400
131436628 788874790
831852559 91559268
357528135 701533597
82204435 143425097
390003424 547927664
116208592 626096417
405311408 199669051
66228665 497400235
229942030 591785528
799622025 60583734
425559254 710278318
662823461 181366974
226782407 185257533
708816993 164011089
626239641 737267402
985540883 200989014
151498720 897546171
831807574 387892403
64391084 201526613
955257898 696579747
762619980 437341676
999979754 386479624
369091834 589289970
463783559 417198699
219462203 492857672
636685730 377303927
724568141 755074291
405737107 93861012
361285437 578034205
176646414 273223927
84883169 508232936
722193446 701537667
536011863 503036275
907437296 379665477
294701068 452082129
691956732 144156060
445927100 96222648
682161776 497246695
41697817 501335402
818125478 642790690
309237407 666638435
350809628 454902974
325536820 735566727
8435314 608086624
625424424 955803365
434873597 784715175
371920785 6216782
29765823 385543116
524812485 84081676
235961488 917617172
563418458 564424722
27683599 459181002
155323426 939695418
494700230 467148949
108619649 13177280
477305496 751648479
780944859 156351928
988242407 921493425
252977417 786921734
971269469 97791486
579236248 442235794
270739941 886389816
251155492 941994392
630255436 506496552
604017412 972045464
434514396 987498151
366855308 398100399
998427536 131118587
926714543 947251704
592122882 320842399
99266897 683562386
867592889 939241191
932815075 58177764
925670278 812944649
456836459 938117879
953825332 381352932
487807385 653117300
905270739 698824040
367458656 175254492
431759321 763426984
930362401 182432404
444410977 745707921
895659995 347532939
158014071 367758883
130547894 322836653
152019396 584847875
834611942 668292226
805733134 773273232
626723195 883633999
362926449 882361739
608086084 223914940
620681086 697358279
891297956 175849763
122529330 109080081
588793536 454606985
888962908 562089916
835305922 840995722
594207769 160700084
909792429 848139765
624579864 690763052
347383974 79233478
58772084 473056772
895740980 324126323
279102762 310334805
670317892 891557516
914028251 370810919
117008762 210560558
136112283 415938631
46406133 501449181
259659771 456884345
427812552 874490499
328068738 241323937
968152307 785583279
667080222 374833555
696898316 164647836
960118426 270742146
496844129 73220450
446949405 798756615
453002168 253851197
557702869 906124688
905304940 394260772
884804092 456083493
389954384 612637573
73294746 529264383
820983430 790339465
197746760 824387735
38698122 60092475
944555847 560237614
630890477 262496692
989142446 167191532
828854270 635733165
265523007 199104843
99310699 242761032
278752891 508182432
97617708 501627401
538709156 824063677
972574492 887759459
893831405 924037523
37480166 257368867
563555570 164619868
61835662 949604650
797498261 927190157
519288667 810048743
361277364 354724264
675060255 73297376
484584418 630097770
420223407 913672083
39048623 120476576
515705665 199076521
540608449 7535007
139176886 889688961
354759155 231565345
758186930 460529842
994941217 902207226
97707740 93294363
593370160 996296278
992352055 677758141
702319368 686599702
739891361 503155497
347349468 872233045
544686258 535492396
285862218 791211003
545008339 798928806
934606576 919480566
618482797 924432981
492064005 592266229
779782207 478279272
657204198 255688391
84367412 159893889
67419742 783946456
442766552 239348646
498664705 310259553
470161464 937947894
55013727 451921402
714914800 686009048
94610805 577981433
172177097 148325223
294959984 446253730
44366967 380458444
418379044 832545729
12802161 396803569
958342336 517007950
703736800 606913048
432139145 654031457
650377041 638720973
679052123 362407201
888658774 258721653
788379468 608732164
87182243 417748802
398529490 679125122
338924898 703100926
520920303 578404558
707030565 282123854
742294926 605342560
849391592 180742428
495750456 778707120
295725067 487771075
207563105 876545502
984227613 777661752
669974126 818451084
74161977 289697771
831398981 652061255
982352284 678510240
830236189 433761456
507255747 670538967
405805807 586418151
774670002 35029484
988635889 145585546
221534028 544730069
288446050 35889008
781002912 959373745
707373972 540060190
227635024 359495813
198120787 728676617
197237360 824855967
876580115 944982448
52470805 854381962
316885093 921509696
262368310 593080201
70853093 787735858
403127311 10789678
755888293 692007789
375574352 2962443
382682468 544878691
499254995 285301330
516909379 853690444
386813747 111458460
811569938 663164128
440429890 758296835
142359862 735622441
665261720 161369943
495748113 727180816
7776382 637016490
961722380 960813808
283371347 663036220
718955650 910892532
346320936 143433289
99711605 652665744
507356705 781111459
912635607 873319647
715387609 301755715
283319842 200604542
32818185 991418563
609077443 306975956
575019524 130629622
818178438 499488141
270244054 111334075
52046903 767028635
397119761 275424610
69031987 858962929
78447346 309688144
127276085 724713844
563110337 858423544
107806506 126330136
426652953 605180150
68791657 129644272
602797478 281671024
588901865 469673706
77985649 646772164
252271972 85668584
294444976 539868037
709505494 503459488
642801522 365308311
953938932 55968421
547026095 992493711
117692128 525026386
694722745 865651465
424230278 295000069
633970174 330464415
778320012 961853125


Answer:
34

Test case #53
1000
738737186 658674392
57046148 758812352
480640406 455180746
740320721 893965649
436352784 322183903
253313853 489177913
567641564 421218937
74938893 277853266
530204321 201203650
516065076 35984127
889246137 182039192
488129656 150727817
801341776 267819395
163160901 417337367
871074241 382193149
170399882 626096112
592427574 994039983
896057898 464268561
983446453 953921966
825191130 251725385
324259982 112741296
704191234 142503774
521699924 224064639
829815309 14243195
443497223 394602629
933450454 328173207
889474238 414848125
834877674 38243339
526485841 100984549
437890036 442731197
531171041 303107133
518815223 562082668
435133883 432216495
21950541 667886040
534099673 767379714
725646137 779072415
642207334 312818302
478830010 350287231
494997947 35898844
752764789 765477434
656480277 600454825
491753097 739240529
216842851 651656598
915768178 166057218
448700317 898846765
308775157 364492274
624267858 813719606
694210066 213098393
749098184 664293540
284237777 390686248
631984797 66729491
982132288 975166605
777968254 452947465
470303712 65571927
722302469 662913694
525782215 725247159
100804468 985732803
700865877 32781127
197217093 821446276
695116335 277002681
983432413 154264724
473745995 572683293
569145877 296664912
300000590 311430087
969534476 64087830
839219523 45749516
766465768 952642917
235122095 37009332
122034232 497127570
924716740 332147508
294609178 399789114
506211336 534416851
10199996 506797585
659092981 173718044
704784039 939081907
436258800 652162711
119060187 219550810
4990428 5795367
936361486 530565433
585874341 611790562
798524188 855204858
40958850 284356131
656356373 632153459
105532401 416010512
870020220 246832052
213552630 46924396
974080343 529029479
258410572 804996238
808626124 949738741
657589994 371938292
844757209 245487214
809554619 958256840
405869871 384834837
379041850 890789946
952151954 294641418
360706294 135174359
478267872 888585019
545813200 197169376
98326819 730978707
50494378 414834856
605557757 44687308
8931593 915761347
503458003 814244910
299546179 607542561
902264243 416065274
785561784 44207213
538370526 512940304
211870370 511222857
870085784 193579654
789745256 715555044
887322519 699046869
119095303 422431375
876848240 96033813
120121517 415510407
121777716 907126215
773180515 90276458
875220626 118038480
947736305 937500368
159733811 175840151
954046838 536544334
341349200 483275452
357853513 135773958
87933259 644592282
564161965 31257214
930243323 529783987
564910977 535798316
88875109 270618318
147990580 840914644
133006248 836661813
130602455 687684481
666469440 41259865
471105408 605183587
471708249 942524049
569960474 653856746
766774905 570958657
211448407 403784184
469938297 182346151
703627804 1575132
160390535 90673996
876501539 178460206
427757669 281238713
723316424 513206248
613263113 505309890
359493764 974187542
149204757 461962278
515313625 942170168
708692170 613116020
932423557 393201225
957097016 900265646
959717476 954476530
575594590 627457202
38692695 713377916
674220868 193482403
741782392 953341701
646225248 953252549
435965344 201325504
100731258 351111173
439052153 553437687
966426961 505601109
661295552 206074247
529286345 943295147
682097048 860620554
986732319 34604693
628736087 717657912
621294520 310176460
198326240 450112448
13926310 314535303
680224515 177527162
236510602 523938474
558866160 690141827
771540150 33279910
644790707 931093505
809494114 145523490
246731609 707116540
241965684 389157712
805862097 629381705
713075893 618704849
845309723 999409929
921469890 852424796
429920400 767678990
373514262 111718126
121904030 432996551
617550270 944755227
774049610 858097347
622365423 429632992
242009645 343335551
277054182 487142393
115014224 882234331
290771551 376273479
931944874 972346435
591387973 687553180
791345702 2523060
160005602 75443369
508904598 86493068
98250928 372135015
78396505 375058844
224398670 246125261
507052168 642822875
646202195 545933728
317560513 457465048
768680753 668399764
934060231 357371135
102255379 922601163
427326562 868146722
27462213 939988249
55427582 235315930
603827290 275053464
235781044 99639984
95578904 510757288
713341892 345537954
3990622 334453079
11457958 424521246
735758686 361938841
958801646 817913839
101655647 394969275
196638527 181112118
880421232 460955178
211173213 66770897
755150247 842240447
889252479 281899474
669159351 357050832
393204441 336853759
223806047 946164066
235589246 220791715
459976138 177892092
292590382 289081157
846623128 121685859
394981492 314940004
301446600 374721451
840991277 243234600
681887039 771175526
581194124 642814505
178335128 305125522
603842481 431093024
987870130 106290405
465209821 751290097
357576178 276936346
12543196 140109016
102730319 966803229
356661385 803977987
871253393 840179250
205677953 685079638
183078553 882446808
24446503 933007292
419804132 850674490
597474311 807810501
669979999 581229931
390570126 615548520
429576254 495672173
288467148 800222287
774714603 354360756
230782019 513434597
236397174 571595101
458923494 734167316
115115831 306310284
774405205 750201209
824541342 721531917
37621413 236822165
716410277 99173708
464904232 787548459
611296498 900074362
454399639 995305533
391114533 866411442
337864991 69098986
86343076 44847715
444706122 80600380
123074169 970005666
400526900 918626462
830776569 147706632
993097652 788380280
765307036 997991984
968947285 269363045
268421534 612039370
787579173 626385929
559000170 365907029
713993096 834692146
103254590 961323271
877561562 998373202
565713292 322380332
521709093 746419279
255920958 340950806
220513994 118073798
474921431 15576218
439929194 959670569
627044791 716855780
268380529 176456410
722224582 884725013
874551511 507644329
171416228 499581435
601105211 264108592
171651551 111240627
52344111 408255720
907219873 800042180
359443299 558005022
997452481 748316582
407425072 29634817
292383806 369084762
871147786 51442963
900111227 879234147
824202236 342016129
927941964 808963882
694371145 244777046
566255831 159603907
730846258 132069579
239431541 642411031
327208150 716543810
982012355 787384675
552022392 645728303
459090785 127787578
963211780 275633872
275350596 954821019
528847587 99405008
132164125 609665510
413518870 896142762
325453726 521326070
8880618 155429657
51464404 226052981
427797549 431299082
933943443 875324020
555640928 167806599
880281473 536341431
283430280 195946059
609632679 717692374
127737989 871881120
822592616 571591514
641310538 133917128
817552158 32213200
937746495 607807841
627648676 97912040
317224592 714747219
710244203 903009741
675021109 843111867
204211013 355566451
322824187 97889741
40233814 571547705
303412209 645120865
435107081 479662814
46838674 870217953
168282228 849541063
146633562 71592144
768243444 294386867
772021010 343416590
374875653 712975775
54188775 350146425
9361641 179876107
696936163 447439948
418425336 570157438
166971557 436704676
891732545 46684136
524968185 119772943
326711184 323915148
336971376 142387202
951790234 312669618
489561537 916354047
669644691 816905319
497047949 657201238
75680474 36872108
729915413 352576802
326046460 906691186
871181703 400062137
753905442 391708592
839996159 488376630
993581629 83469956
611567574 673589088
541798429 186474955
546119002 92161836
640338003 896452895
56507111 473845939
374593864 496155973
343266525 461084714
948740152 648721797
118863557 893893860
293348697 70967118
555370765 70994958
369304210 334544535
289102484 97817029
649893228 234270623
381143961 60415363
151823319 701482832
361829295 128613012
176394752 595574610
997644279 641282033
887851711 890170460
791707562 299410696
699109020 75340794
673664786 234727194
240286826 954415979
723288389 897359096
785232361 813818045
122576892 414359570
500704373 301611289
529082051 566328823
446811755 577824385
736227672 953223679
929735605 436889874
290776810 57968990
294639148 678181844
200599580 339655774
627890277 222829975
278188689 508467840
943174639 929797322
532274255 577148323
233016477 508437286
794255843 57433962
76063550 445928279
266394083 720063098
626982286 274655586
364291900 384658555
847886887 914731086
632338755 248067964
287806950 543862548
985165929 67278583
355776030 87883154
959766097 77946097
723952693 488471864
638956676 43773064
221660722 791943325
996924350 793231242
177747743 32677007
160154376 931414172
40851690 678404733
625252707 431811624
790508767 458605961
62692863 399033893
44196069 139957219
142515907 976351577
251619504 209564037
696351051 670133189
965120616 980734033
26766203 7501783
929325503 70987242
772923469 317438810
14100184 716370032
134638714 764590339
996047604 790725442
313843745 212765293
653319094 639837928
371115123 939636716
869812241 121913374
829030132 573305235
290124387 165166228
585527290 233765316
191433344 534183846
263412004 97311580
82313689 357928403
877510301 425441078
859249488 279984903
698189062 504781605
38545270 283684612
567984265 216722993
205178046 407580997
607529555 410611638
159396990 596742725
356606080 618169481
487227072 622426342
879885209 268340377
900044202 784735400
687517170 903245478
202453683 530025826
175341951 713013056
432415729 296515977
931880007 339342016
221311474 4998737
269015292 297828349
87646793 115752553
903027530 709083738
210661816 965632939
868440037 365015044
575007002 156069770
382327312 453607894
564699668 616723604
309814921 929705721
991159290 400224001
42432458 91289738
99489410 846853456
605065595 641669863
670076562 870220345
152946008 882156475
573183915 248673789
491234957 862156395
329602183 894270173
556943711 336594271
157854003 154747790
677284422 777676579
998018007 932570603
503761920 194956721
109556536 298326532
988165681 323423888
230102572 30341627
9349292 953553673
602276518 569924005
428951738 217750795
870002426 532538099
582442592 644670113
976915594 832107567
121275227 770183259
196116951 559144207
589188889 617682768
189778206 250040027
552696608 687529581
125592975 684522390
484575647 696523612
578991034 354193036
437461121 287373917
949702478 482409073
356867154 352178463
835508132 615460269
732063973 446932432
540739478 218836504
321260345 927568111
74547330 981156510
699560140 362306761
79773701 933282148
103735706 832881236
64192951 705512450
483158096 440228772
606975249 492766751
232153006 900200
778070444 112163294
724040777 871150504
996774910 243094591
920018633 440952681
385674884 7761070
150470401 159584545
112786481 474432366
438897882 174551838
696608220 820485055
386274611 927529563
406021209 863583032
911651270 450842024
955356786 179467033
767357964 850602774
306033304 359486239
326834143 3376184
12791877 320673429
854749918 569156600
534482926 10083570
117406543 767901438
659891244 267336552
58392221 829122791
922186268 699442701
78824002 776849298
652616278 332284521
87583916 897193345
212810040 634813258
317657303 516332393
474242352 784776806
618145423 529866126
873703785 500450264
387010335 564801318
358832816 222130728
145289027 575087508
967497725 156781227
714191900 577053916
933754129 704475971
335063440 642918813
567094183 271000419
905656843 931573757
437828545 414311405
124638986 246473710
437290521 651218994
94089440 544656464
479186204 437186141
780179314 447111960
288284246 298046
585802873 614119603
176600286 314951716
735768539 206354798
556198309 268719120
647556159 648241409
655269905 621487253
249804233 427955166
144292155 795618557
489684236 731730193
67369150 580703254
240692774 918966397
119136771 469634301
935312237 575212085
661333209 15925286
989340197 3574156
395637558 223446265
246113487 76582575
784642309 283655132
758886796 276823103
442431868 599165717
42698866 769677151
928212915 75346412
442121542 703699876
167724550 336719571
798029180 414736154
232161661 130918869
749503708 920412524
774382770 793849789
856746098 33398135
999745574 261248366
968866657 543585976
356680708 840264923
806162115 156567072
830328019 179620220
434222715 49320529
271966615 892128505
856218787 496160516
307826030 565766842
773169652 763119347
275089829 860604565
485117246 955311308
926906287 212745656
656836970 707002368
853405536 970368119
740297519 18706400
578125696 639380578
332619574 122816529
744983200 894226074
559964173 220820177
80506121 198654495
476896807 810299264
914657413 484432174
760386785 104127043
885182138 695937926
516588475 694665372
504107142 693810098
580911375 682523976
888291616 946499823
14077415 132766394
448907421 188327278
189926651 272958837
891007118 767925798
960210894 157025712
799760726 550080593
541354795 394036714
328350174 567580165
825187064 66663176
588139258 312753685
466807637 517760060
597248816 627775213
272522276 494859139
196356384 578704813
518282934 731589713
8295447 431573545
320486845 843161647
137793308 176998096
62897571 450066375
434982092 938156541
553652832 964821916
501914450 733098507
578866407 946813748
847025425 994127622
18735107 165174180
869808005 330131399
310992957 271645667
390671937 246483469
264592897 728317838
701116161 323062543
985259234 516406499
913382626 464509086
400536048 262378991
800125519 768649911
705734722 630646311
796191087 612098126
211523129 593044280
848211610 436079593
885707831 956551959
562734419 708170803
346233738 141582616
954771562 203313193
562517631 91503120
941654536 154436325
701588629 820547581
721500107 768703125
229123059 379558945
638590598 9642301
252734479 92905885
187406562 613016827
436904651 438401442
69893054 14828894
823012694 992063580
261961086 345593837
131454202 749130370
356429302 494011606
371630043 616640798
214592421 295286744
455474374 108394125
895808648 477641506
133661764 170996469
461004702 835103965
288377077 193993757
969609375 84915209
238685496 99603076
971709838 705557931
710732731 99403423
775059225 276907105
48781767 183105262
238537478 488360991
716324487 741210677
271417781 873854352
142467631 634338687
557377449 791197520
911651062 559341516
846582367 258215712
886167823 284369928
943689022 411063438
283624704 322776364
244154312 980193732
923733815 625404303
178105599 358510246
774208435 199417606
812482054 737175704
152990368 502072538
443779537 850995393
155048458 570559901
824555343 970468270
723963478 272521910
904988547 780396309
166648571 95532496
821725600 735069616
532304919 267244722
789759524 982250950
222795800 552736366
315206422 784946819
188632976 895873187
725842130 242444985
689336563 879788450
138571909 258352699
973317446 704319240
582766514 503035413
111744576 820564443
637395530 960510226
600570875 606630921
349254715 941982953
287501243 232062413
972378347 350339850
161992196 412813001
932206368 919412746
313465224 301076359
442908168 392790013
539832657 500092735
226476511 333450316
184186458 934052519
349275981 436321187
489330923 964219533
494939911 972483851
997826256 424349688
966209884 232750393
285298511 656008684
832563764 208670596
995206380 182405017
767548888 130918955
85461063 189395982
265551782 972326284
904209516 485542052
479167946 395079829
817783911 209149516
700921299 838676741
597668552 817081446
162906009 789356082
462092672 873498487
120129488 899661925
555440060 432752107
571252925 349450636
466919040 298383748
114318775 538145154
986436598 74177396
53548781 885710621
966389996 133819648
912648756 394617023
715047008 624552054
435214926 938530828
715049153 658587996
439773242 961652964
915886074 969282453
752434805 547911829
540153645 351030083
746525058 721687887
716546566 153031614
570600439 641677402
497899314 152433944
69605124 745023655
246170430 852441053
93341627 456091356
996600519 31517387
945510419 525233372
274949578 421206982
632520976 554087595
670359362 376695963
870469487 736949577
349680772 468460257
132557610 424375673
681928029 754513579
650079175 105303716
223234544 304410527
751177107 814802674
151864817 817142663
866953203 739020997
562038284 886078270
156532253 223639304
557132330 107707973
579972355 681841787
515093744 736945745
367140600 637074487
304047758 758243368
13405998 911257565
465876889 80640575
146070482 990422941
91781765 992723991
868893155 426182172
343254776 396849118
509555923 539309184
328717131 374620281
527165138 355564488
686208337 158291369
708795780 208059595
639323302 367580439
325430069 497409751
490383330 901433602
429471162 945174719
505041254 602800653
807218752 1077884
487470394 437622377
798534578 134257167
21329204 570125482
832455904 362344004
136662423 508536900
631170830 623141891
655866326 302684819
753376640 601381825
915465736 149992720
257758124 768992478
354649212 810437588
254513053 83806409
664669327 81484346
114269418 978732124
8923431 351367787
12325361 170607348
18015867 562865457
786411381 942697836
515550570 981484769
583139747 392946760
592468087 69398336
539865258 323676971
370598335 805037522
59586861 29695587
1090999 685263334
950986193 489810742
31136491 340846669
966381104 356062736
677221208 85925755
944246018 237251058
276721086 337905653
788565348 791885133
245216529 558504806
538991167 32981911
492210015 973933135
622705752 238729168
916820096 607529181
219946884 387285919
455241699 141278107
373113368 302581976
292129839 981185011
949787017 270899470
582963653 793561240
295604817 735016700
583007432 369489852
394972444 25755555
554232454 790809520
553507223 577602334
918872417 486345730
775026741 240468511
744366344 999972877
453212975 339550636
622308649 259917055
173934243 340723674
245967263 10470157
795529195 38091623
593946254 458850113
645535826 896554713
340464632 324482264
99843155 869781609
406595682 20927269
539970036 796252627
30119797 708754953
545063329 639573108
739638050 272472093
844515173 637185779
758859735 696465871
852599970 387673568
295203718 574635659
397005072 770181249
447886102 923187426
975994350 148656732
32541526 209772958
500106547 155672701
931188589 531207223
120234848 266348368
894577527 12205645
795402778 89767826
300549967 339815813
119309097 748604604
894736736 416026280
533409334 569639165
746513414 589590788
703900707 47828008
162953668 64663451
365809795 138233249
250519185 975483612
410691501 396899073
634391280 502899331
439177455 923039640
891195501 893610541
193321275 986475145
950746652 37194705
897284745 176311078
283806615 702806060
840159114 822478239
850945102 886798509
183274104 568343289
575268320 410447547
406893453 874579322
177765734 683595202
222879378 559463851
32497802 940008947
29560569 535639322
442102010 790081718
504776751 609811566
121710399 530729126
975324016 81928174
450196210 427179709
193922199 904394028
581983878 813747078
377926864 510140862
203700388 898847068
55592035 949464765
522869873 85505980
331302113 352286716
272193688 205700962
24151590 372838140
858188133 707273114
523395064 324148736
841437545 693855394
828525452 512492033
777337972 812252177
58434827 680455408
872951810 889682767
971628343 496408874
825336400 562891364
21230895 598194667
622653090 682884982
141335749 260621974
753877650 555921349
216822800 733033832
433482908 873323386
591923527 278994777
310632786 656686474
715302964 232593078
818942019 582584098
653244150 920196958
638533347 856372769
253449303 298478659
348898714 691845297
326934430 130995389
358155121 531676375
185139092 731137388
837994964 323768553
910023549 434901089
210827137 158688954
92342034 202520854
318309145 84431529
486477998 529683719
669675107 533248890
188952596 597442837
717355420 409022000
578000706 924797326
481389528 720486146
94851956 117193469
551258903 866212276
272800169 887033659
746901232 626567089
364484798 400639853
362683867 128887810
854110898 501473545
237770915 294832604
515168864 29665312
121533517 543445348
852411205 313008487
438617271 209617601
779715525 366046630
372704471 39999853
519584136 581157559
229947708 373428455
763687745 8109519
447276037 307305485
611281279 267910721
333644129 333355073
684863958 752640426
394888954 111917316
903705063 233845458
798923163 535787513
736747378 563024008
396116631 928324848
552613126 405107509
633611843 940688656


Answer:
57

Test case #54
404
549181717 757708385
988166912 475991604
808460611 854741641
866304499 524757777
475824400 780705996
778312847 421505022
664531607 209866776
543918136 362713933
80902856 382917891
393947368 642258154
29335612 415008764
826183545 378075988
262692479 918200288
352582388 511857544
981078712 112215343
385860421 69497650
373234458 112524754
974544855 961853989
657058387 53755253
127756657 681096570
237261246 840050399
414809175 966290803
11015165 581310816
929897428 882829911
945858581 658966267
135336694 794390379
74151968 48603710
950934055 266952850
634390354 454872965
607826303 602220462
798504435 931391850
240080694 191829714
37287247 96774070
549007900 266476678
599061224 338268470
389748073 877652063
156682980 24140196
470009951 212094400
769703448 32265601
807149887 814253134
691029198 978822093
651151837 870727128
402081652 204392526
92325275 971782347
821606784 519239203
348611548 644201087
441591118 163581469
414908123 717259958
135390545 476584519
708093038 617539620
173187687 671023834
970958129 537221702
59892169 197700245
157092653 522566189
525667408 878915143
226485780 32472868
25669458 79065212
786314761 52342931
363341432 730967027
985281891 352795094
239987144 400200539
134152434 319020233
861162660 284151695
587954319 568011933
558747079 111461264
610080389 356277903
113059434 915890102
702693502 8938645
334352927 373496974
979154621 229836585
464958762 469430676
882289085 716037241
734988671 167321855
202490911 145015959
692124835 948431498
723699636 540755820
71776473 28049279
871080562 552807579
510804710 376879221
614261185 985496553
866650809 9041125
718806182 951498321
8459183 59342189
294957429 485790104
766118258 961955258
541544441 426268806
267423449 644312733
535064199 650123650
575742976 613722658
644463099 988364830
741516422 123208017
586055147 829469669
183858708 593660621
185510832 21068570
64996100 745747871
481055100 610463096
434767963 904566910
73394373 94397830
260474365 596993003
604709065 327171176
308401024 60891733
60273383 391195083
521335882 533759966
610439626 476735347
145878041 76262524
88243819 537159463
520524864 378474446
450326119 335077986
181274511 504578398
70373251 878959436
704634979 745545667
976936510 576736452
545106077 655485981
60405852 947231648
698631011 498075619
837440429 579250179
951186315 119618107
598318128 574741051
894893266 239342377
372533467 299291515
709146461 344157251
294455584 421097896
396201449 8171731
95138668 156555502
360594227 341484236
622424217 772403468
670133622 963182106
208534991 207779967
535121406 360648308
937434541 598945178
566515084 893611166
322812954 613137672
299189503 690874346
406214308 294041298
814719934 322669020
593689030 518470280
416265371 994067907
663030743 791106936
893142629 23753240
558144428 934046678
29209018 807471079
982368088 146033927
112685878 47979544
704532925 477217352
729071246 148646164
561415158 813144730
328025598 895319986
470420668 140104466
450182348 205039576
643659523 564638829
928652942 172402248
682473123 257829463
126802443 926217640
325282897 254275095
892362009 419184872
775332358 726058839
370620920 380483192
266057999 471918518
651078240 349223446
877578285 918403393
642921700 28717015
983631853 312128983
592114675 227599647
187534292 315854452
32058739 658438477
213657555 851526591
298318139 307382171
684346494 912574179
207608005 848352875
580417877 58133139
294438987 858283719
693667998 189883291
99794308 182696719
791438000 437051446
945680143 744132894
407229064 151918601
252191445 918292649
750020628 331562531
700851450 183470139
771397581 650941367
236300631 151405289
78200473 281090055
949734093 324417129
845255288 517584431
747943419 823453445
344314523 559103171
587305891 491043496
949741734 42451355
489968169 641187177
541399556 387708178
836805790 322007399
298974584 425013845
401781979 565164616
854506229 421627324
624056339 98212047
439890921 449030101
987352874 575320141
384488944 97772027
665996463 845489539
724755143 204072290
742676956 516418563
420792034 392695650
986660624 568014723
38543979 269137507
325043457 902657086
228527014 119451549
156568425 840554213
469558236 397935953
529376942 71532559
180683761 556368390
5296080 650723584
463133282 801368197
562050940 239929202
552523763 44290156
785901643 850834057
642126020 644632703
193391605 823229734
175012707 696121708
147421879 73577608
445347480 420865345
995167946 107958412
582228509 959164621
838394278 764160165
355959259 491447544
473431775 556478468
414975464 846609583
661140365 804219534
218998915 143168862
320823670 541034472
259698957 865903438
940756515 679670104
48268507 866834222
823790149 601124630
348671272 376795392
971737751 828598712
414195951 182875520
914840155 605137351
860442339 259179681
72687952 80462787
414281989 986600247
957763142 703030808
492376685 43026900
445762728 455737806
339277630 488690773
763076945 961921521
275847504 233696638
8752995 64845521
882636800 546805459
785936248 678510121
710154068 517577355
290465875 833124897
491592264 84883309
343227818 794211194
942899177 319214721
782186194 245936740
634609308 86087474
627354202 170438424
705858118 992545609
362792011 897706256
617398984 603317572
17480511 663776950
362170616 702498619
60198112 392452366
282354386 348387571
291912971 714505731
165607178 565207172
768941595 430296490
662081645 759806610
133585565 605556143
632015573 25212391
369572301 571360728
44378394 286702432
404117078 877143421
740985328 515658540
891446826 58543487
93483206 14354687
250152569 345326655
243450334 455832575
623617804 489255360
164403509 816011433
734478464 447591181
719333017 365621562
869011219 695245734
343777710 862720938
450744266 7781478
565203779 285044401
702754340 587416243
596533991 803298478
892770918 911200140
547948086 849900446
725062514 833998456
520157269 848782219
847861923 843606747
318072937 374606632
11348738 246059316
540019719 974380121
380683509 306773567
572883319 53880844
469030431 475937240
676471545 708965392
770152540 741974332
899506386 154974531
790387657 153303030
3777682 196298894
868394223 744568166
24755082 760639149
71913408 851729025
89546374 922505607
118808950 986732844
879313735 399965824
523300910 901115356
391577199 160376094
257786499 701448992
24942616 774753135
406618530 612217115
133686149 104583977
158558169 35194784
557333065 697463751
264902609 808238105
216395753 113645232
60928459 228010164
764525722 199899493
8308966 943888287
919372515 703593160
301539447 778573975
299877970 172604736
62634706 201048563
200790844 601876180
305499082 952899162
303923795 204310259
543728365 512632976
459799286 399318167
120080433 882366530
56955267 356931566
51039555 310196731
502792238 541588450
554734064 299741055
326375440 126820198
762132850 55372834
884839392 179411102
553212428 647032849
825228686 297088500
907263672 409703285
589008107 907403304
641754413 905532771
343414594 566581875
333636054 965846593
319985840 235571281
387185965 929647284
670354842 95872233
662044911 104763006
270045609 63636387
863681036 697651501
630212127 912344778
744307081 257059315
230804592 934335035
869809500 125496026
928657238 105380747
409598760 459834643
724503826 547739074
936090293 268148984
462487884 401160077
173049836 992139751
85891596 760538897
782907137 790838012
556121917 596015728
536131342 159463144
390452036 686914471
903740127 472871788
503439328 845862550
185683384 327230042
697106957 703364432
14800083 938345552
420301441 89510571
589183961 70817533
586527505 376974857
82738438 960288620
863194337 683904025
669047367 524698363
280921881 599314517
579828259 960913427
432949677 764705659
816276656 594644399
943730793 596427280
343369649 912782691
72405259 273915200
519238742 954696325
312153870 737973358
805989705 857262262
638052293 79599296
118564929 596402527
37764314 810392364
779134111 359946372
477553082 358517604
750348597 917963194
760426773 471510516
